Date,Revenue,COGS,Operating_Expenses,Interest_Expense,Taxes,Gross_Profit,Operating_Income,Net_Income,EBITDA,Revenue_MA_30,Revenue_growth_pct
2025-11-13,726570,142763,160707,11573,6312,583807,423100,405215,595380,457445.93333333335,-0.07659870291456594
2025-11-14,53654,124908,198444,10159,1794,-71254,-269698,-281651,-61095,437314.86666666664,-0.9261543966857977
2025-11-15,207889,266249,169466,8662,23519,-58360,-227826,-260007,-49698,417633.8,2.874622581727364
2025-11-16,198747,129847,36504,4254,20781,68900,32396,7361,73154,398068.9,-0.043975390713313356
2025-11-17,45482,285978,188892,13294,25959,-240496,-429388,-468641,-227202,384338.06666666665,-0.7711562941830569
2025-11-18,770507,226647,158682,19169,10984,543860,385178,355025,563029,398944.1666666667,15.940921683303284
2025-11-19,471609,186646,103246,13134,27138,284963,181717,141445,298097,399846.8,-0.38792379563066914
2025-11-20,711183,330285,18020,4248,22855,380898,362878,335775,385146,419094.6666666667,0.5079928500092237
2025-11-21,704836,218389,32726,5226,29107,486447,453721,419388,491673,437578.56666666665,-0.008924566532102163
2025-11-22,740789,150722,47642,19946,3904,590067,542425,518575,610013,444080.56666666665,0.05100902905072946
2025-11-23,609374,235609,180404,6839,26797,373765,193361,159725,380604,461384.13333333336,-0.17739869247518525
2025-11-24,460066,136612,94920,5533,20107,323454,228534,202894,328987,473287.9,-0.24501865849215754
2025-11-25,80949,348746,65948,16260,10571,-267797,-333745,-360576,-251537,467048.43333333335,-0.8240491581642634
2025-11-26,317295,70533,92067,4276,23311,246762,154695,127108,251038,461369.36666666664,2.9196901752955564
2025-11-27,515661,316127,160719,6961,10028,199534,38815,21826,206495,453733.6666666667,0.625178461683922
2025-11-28,320044,69176,75135,15948,6753,250868,175733,153032,266816,438991.63333333336,-0.3793519385798034
2025-11-29,261450,185659,33559,6187,25529,75791,42232,10516,81978,440109.93333333335,-0.18308107635200155
2025-11-30,497548,363738,113436,9955,24362,133810,20374,-13943,143765,447808.4,0.9030330847198318
2025-12-01,96990,221324,7241,19245,5937,-124334,-131575,-156757,-105089,424868.86666666664,-0.8050640340228481
2025-12-02,190863,95227,120612,5074,16913,95636,-24976,-46963,100710,407815.4,0.9678626662542531
2025-12-03,40371,281277,135529,5831,12303,-240906,-376435,-394569,-235075,404835.4,-0.7884817906037315
2025-12-04,453202,307667,74590,1391,3507,145535,70945,66047,146926,412838.56666666665,10.225929503851775
2025-12-05,157719,63169,20700,9588,5936,94550,73850,58326,104138,410970.3333333333,-0.651989620522416
2025-12-06,707341,319942,43702,8233,14715,387399,343697,320749,395632,411267.8333333333,3.484817935695763
2025-12-07,116585,93905,71010,6456,17684,22680,-48330,-72470,29136,389203.1,-0.8351785065477613
2025-12-08,407256,161969,163100,14063,22951,245287,82187,45173,259350,377037.0,2.4932109619590856
2025-12-09,318357,182470,23641,16353,19593,135887,112246,76300,152240,384451.8333333333,-0.21828776003300132
2025-12-10,264304,206422,157870,7435,15142,57882,-99988,-122565,65317,390077.8333333333,-0.1697873770641135
2025-12-11,92086,181688,132152,3233,22076,-89602,-221754,-247063,-86369,377518.93333333335,-0.6515905926508869
2025-12-12,68060,315929,148743,5660,27288,-247869,-396612,-429560,-242209,353559.56666666665,-0.26090828138913624
2025-12-13,780018,59292,97292,13118,15511,720726,623434,594805,733844,355341.1666666667,10.460740523067882
2025-12-14,154611,22215,8181,13515,29464,132396,124215,81236,145911,358706.4,-0.801785343415152
2025-12-15,182537,291472,19169,9896,29048,-108935,-128104,-167048,-99039,357861.3333333333,0.1806210424872745
2025-12-16,750767,326348,165666,12183,29400,424419,258753,217170,436602,376262.0,3.1129579208598805
2025-12-17,644583,252642,76899,11534,28812,391941,315042,274696,403475,396232.0333333333,-0.14143402680192385
2025-12-18,196594,348465,15146,7946,23515,-151871,-167017,-198478,-143925,377101.6,-0.6950059185550969
2025-12-19,687952,114098,34563,17136,1085,573854,539291,521070,590990,384313.0333333333,2.4993539985960913
2025-12-20,81810,375229,87340,9813,2962,-293419,-380759,-393534,-283606,363333.93333333335,-0.8810818196618369
2025-12-21,693904,202263,8819,2574,17256,491641,482822,462992,494215,362969.5333333333,7.481897078596749
2025-12-22,435194,12860,36639,11670,20429,422334,385695,353596,434004,352783.0333333333,-0.37283255320620723
2025-12-23,136387,96375,194843,13276,2317,40012,-154831,-170424,53288,337016.8,-0.6866064329931019
2025-12-24,520165,11932,106855,12241,20023,508233,401378,369114,520474,339020.1,2.8138898868660505
2025-12-25,547338,64090,196625,10377,24519,483248,286623,251727,493625,354566.4,0.05223919333288474
2025-12-26,407998,273740,89923,5444,18275,134258,44335,20616,139702,357589.8333333333,-0.2545776101787195
2025-12-27,587827,325504,59687,7511,24863,262323,202636,170262,269834,359995.36666666664,0.440759513527027
2025-12-28,597192,93875,80298,5025,20427,503317,423019,397567,508342,369233.63333333336,0.01593155809447344
2025-12-29,48498,30378,94881,11707,1653,18120,-76761,-90121,29827,362135.23333333334,-0.9187899369047141
2025-12-30,788342,369866,55793,965,6651,418476,362683,355067,419441,371828.36666666664,15.25514454204297
2025-12-31,200476,291489,29374,10865,24195,-91013,-120387,-155447,-80148,375277.9,-0.7456992016155425
2026-01-01,403739,248423,33319,9511,10410,155316,121997,102076,164827,382373.76666666666,1.0139019134459986
2026-01-02,327951,377243,187892,11843,9431,-49292,-237184,-258458,-37449,391959.76666666666,-0.18771533094400095
2026-01-03,215003,270344,11821,7624,14230,-55341,-67162,-89016,-47717,384019.8,-0.3444051092998649
2026-01-04,525353,376776,25971,7858,2885,148577,122606,111863,156435,396274.26666666666,1.443468230675851
2026-01-05,295431,197686,26734,18112,10333,97745,71011,42566,115857,382543.93333333335,-0.4376523975308031
2026-01-06,441217,21858,86910,16379,23556,419359,332449,292514,435738,393365.0,0.49346886413409563
2026-01-07,757802,18223,96178,5674,27977,739579,643401,609750,745253,405049.86666666664,0.7175267498759115
2026-01-08,267454,299755,28241,10610,1781,-32301,-60542,-72933,-21691,403353.1,-0.6470661201738712
2026-01-09,407638,56515,151904,17071,4361,351123,199219,177787,368194,408130.9,0.5241424693592169
2026-01-10,661076,226588,109843,4229,4648,434488,324645,315768,438717,427097.23333333334,0.6217231955803924
2026-01-11,502674,78187,180806,2043,12686,424487,243681,228952,426530,441584.36666666664,-0.23961238949833297
2026-01-12,450226,265081,16277,614,23228,185145,168868,145026,185759,430591.3,-0.10433800037399987
2026-01-13,344615,227414,14824,9479,1822,117201,102377,91076,126680,436924.76666666666,-0.23457330318551128
2026-01-14,405437,148298,40690,2483,11806,257139,216449,202160,259622,444354.76666666666,0.17649260769264252
2026-01-15,218589,229153,41791,4907,18780,-10564,-52355,-76042,-5657,426615.5,-0.4608558173033048
2026-01-16,63674,271210,159545,18447,11021,-207536,-367081,-396549,-189089,407251.86666666664,-0.7087044636280875
2026-01-17,454140,212474,45529,7456,16687,241666,196137,171994,249122,415836.73333333334,6.132267487514527
2026-01-18,684844,394334,47148,4842,4377,290510,243362,234143,295352,415733.13333333336,0.5080019377284537
2026-01-19,755210,348377,47360,4888,8685,406833,359473,345900,411721,438179.8,0.10274748701894154
2026-01-20,744334,386743,41147,4679,4145,357591,316444,307620,362270,439860.8,-0.014401292355768591
2026-01-21,242233,261979,83519,11016,24018,-19746,-103265,-138299,-8730,433428.76666666666,-0.6745641069734823
2026-01-22,734537,104179,164740,11958,5703,630358,465618,447957,642316,453367.1,2.032357275845983
2026-01-23,190365,338643,136331,7171,17182,-148278,-284609,-308962,-141107,442373.76666666666,-0.7408367447793645
2026-01-24,207786,42464,159905,1482,19120,165322,5417,-15185,166804,431055.36666666664,0.09151367110550779
2026-01-25,92587,195682,49615,11350,19961,-103095,-152710,-184021,-91745,420541.6666666667,-0.5544117505510477
2026-01-26,461214,72348,34501,18310,18272,388866,354365,317783,407176,416321.23333333334,3.981412077289468
2026-01-27,92626,124647,110756,19658,23440,-32021,-142777,-185875,-12363,399502.36666666664,-0.7991691492452527
2026-01-28,74030,277061,86789,11591,15110,-203031,-289820,-316521,-191440,400353.43333333335,-0.2007643642173904
2026-01-29,257267,392803,195687,18085,22327,-135536,-331223,-371635,-117451,382650.93333333335,2.475172227475348
2026-01-30,194877,245651,93700,12270,9382,-50774,-144474,-166126,-38504,382464.3,-0.24251069900142652
2026-01-31,87560,50728,153760,14438,1587,36832,-116928,-132953,51270,371925.0,-0.5506909486496611
2026-02-01,286969,104036,185458,7128,22623,182933,-2525,-32276,190061,370558.93333333335,2.277398355413431
2026-02-02,189223,115891,78406,11694,15304,73332,-5074,-32072,85026,369699.6,-0.3406151884001408
2026-02-03,781259,360708,90907,19021,21713,420551,329644,288910,439572,378229.8,3.128773986249029
2026-02-04,630383,375035,64624,6093,8242,255348,190724,176389,261441,389394.86666666664,-0.19311905526848328
2026-02-05,352769,79387,75903,2976,15250,273382,197479,179253,276358,386446.6,-0.4403894140546303
2026-02-06,539948,327341,30901,17756,2860,212607,181706,161090,230363,379184.8,0.5305993440466708
2026-02-07,167655,13784,116279,1692,4812,153871,37592,31088,155563,375858.1666666667,-0.689497877573396
2026-02-08,299359,115937,93159,6732,27711,183422,90263,55820,190154,372248.86666666664,0.7855655960156274
2026-02-09,500143,194695,172873,14471,11328,305448,132575,106776,319919,366884.43333333335,0.6707130903029472
2026-02-10,112444,248191,147426,9994,23442,-135747,-283173,-316609,-125753,353876.76666666666,-0.7751762995783206
2026-02-11,435619,61999,118243,11013,20732,373620,255377,223632,384633,353389.86666666664,2.8740973284479385
2026-02-12,595247,147429,85673,9251,4474,447818,362145,348420,457069,361744.26666666666,0.3664394803716091
2026-02-13,86529,351523,101915,11800,27643,-264994,-366909,-406352,-253194,351114.0,-0.8546334546835179
2026-02-14,95325,169415,194973,6459,6691,-74090,-269063,-282213,-67631,347005.2,0.10165378081336884
2026-02-15,407882,209070,126466,7696,2962,198812,72346,61688,206508,358478.8,3.278856543404144
2026-02-16,621803,225422,182446,13511,26396,396381,213935,174028,409892,364067.56666666665,0.5244678608028792
2026-02-17,338423,301225,84875,14827,29356,37198,-47677,-91860,52025,352520.2,-0.4557391971412168
2026-02-18,465676,40417,51031,2833,22101,425259,374228,349294,428092,342869.06666666665,0.3760175874571172
2026-02-19,49233,131090,12102,12050,8827,-81857,-93959,-114836,-69807,319699.0333333333,-0.8942762779271425
2026-02-20,391966,175791,39140,5080,23512,216175,177035,148443,221255,324690.13333333336,6.961448621859322
2026-02-21,60600,58770,148039,3814,2408,1830,-146209,-152431,5644,302225.56666666665,-0.84539475362659
2026-02-22,409464,325201,86487,15814,22305,84263,-2224,-40343,100077,309528.86666666664,5.756831683168317
2026-02-23,263819,370625,116818,14491,17416,-106806,-223624,-255531,-92315,311396.63333333336,-0.35569671570638683
2026-02-24,568284,234835,42203,946,2316,333449,291246,287984,334395,327253.2,1.154067750995948
2026-02-25,112664,32914,23059,10250,17685,79750,56691,28756,90000,315634.86666666664,-0.8017470138170352
2026-02-26,695521,147157,23170,17895,4800,548364,525194,502499,566259,335731.36666666664,5.17340942980899
2026-02-27,181915,385642,85155,14094,4158,-203727,-288882,-307134,-189633,339327.5333333333,-0.7384478685762184
2026-02-28,359105,333881,193787,8364,22707,25224,-168563,-199634,33588,342722.13333333336,0.9740263309787538
2026-03-01,711187,290125,61983,14899,5312,421062,359079,338868,435961,359932.4666666667,0.9804430459057936
2026-03-02,102574,165316,177876,6747,29185,-62742,-240618,-276550,-55995,360432.93333333335,-0.8557707044701324
2026-03-03,310790,397561,54127,18356,7680,-86771,-140898,-166934,-68415,361226.9666666667,2.0299101136740303
2026-03-04,640697,24095,45681,2668,28862,616602,570921,539391,619270,376276.1,1.061510988127031
2026-03-05,778435,391831,118302,14241,19775,386604,268302,234286,400845,376181.9666666667,0.21498149671373512
2026-03-06,484378,40036,177585,14725,4050,444342,266757,247982,459067,371315.13333333336,-0.37775408351371664
2026-03-07,159611,47324,149268,5687,9559,112287,-36981,-52227,117974,364876.5333333333,-0.6704825570112598
2026-03-08,776438,37710,107759,14943,23412,738728,630969,592614,753671,372759.5333333333,3.8645644723734582
2026-03-09,226819,25293,176850,2457,16844,201526,24676,5375,203983,374731.6666666667,-0.7078723607036235
2026-03-10,366310,206534,25214,1247,16117,159776,134562,117198,161023,376963.36666666664,0.6149881623673501
2026-03-11,42418,305472,111267,1656,3923,-263054,-374321,-379900,-261398,361705.86666666664,-0.8842019054898856
2026-03-12,361089,252863,17490,596,20727,108226,90736,69413,108822,369994.0333333333,7.5126361450327686
2026-03-13,567947,250376,7668,5869,25322,317571,309903,278712,323440,374404.9666666667,0.5728726158924808
2026-03-14,379350,298123,26380,4049,5253,81227,54847,45545,85276,367208.4,-0.3320679570452877
2026-03-15,710859,133165,6598,17024,27471,577694,571096,526601,594718,388019.4,0.8738869118228549
2026-03-16,596418,271097,110022,18656,6817,325321,215299,189826,343977,404722.5,-0.16098973214097312
2026-03-17,202194,287834,190333,7386,28282,-85640,-275973,-311641,-78254,397866.23333333334,-0.660986086939026
2026-03-18,324994,214892,32055,8984,13006,110102,78047,56057,119086,387972.6,0.6073375075422613
2026-03-19,213735,177461,183811,17644,1800,36274,-147537,-166981,53918,383816.3333333333,-0.3423417047699342
2026-03-20,799304,358058,16759,1053,11674,441246,424487,411760,442299,394937.26666666666,2.7396963529604417
2026-03-21,530092,16799,38819,504,15505,513293,474474,458465,513797,410965.9,-0.33680802297999257
2026-03-22,598019,194501,63909,15849,22146,403518,339609,301614,419367,417834.3333333333,0.12814190744248166
2026-03-23,210386,290376,12710,8559,15743,-79990,-92700,-117002,-71431,422827.2,-0.6481951242351831
2026-03-24,271022,153197,145352,19910,14410,117825,-27527,-61847,137735,418212.4666666667,0.2882130940271692
2026-03-25,236069,94477,143904,7034,6013,141592,-2312,-15359,148626,417287.4666666667,-0.12896739010117264
2026-03-26,190637,363926,105869,1701,5428,-173289,-279158,-286287,-171588,404699.23333333334,-0.19245220677005448
2026-03-27,252246,326198,58619,15277,6384,-73952,-132571,-154232,-58675,409351.9666666667,0.3231744100043539
2026-03-28,113350,138222,98548,7736,8020,-24872,-123420,-139176,-17136,389946.26666666666,-0.550637076504682
2026-03-29,266521,26136,97170,5089,21509,240385,143215,116617,245474,392766.4666666667,1.351310101455668
2026-03-30,77274,81969,59753,7554,2911,-4695,-64448,-74913,2859,383372.1,-0.7100641225269304
2026-03-31,468148,274689,192610,13569,5909,193459,849,-18629,207028,375270.8,5.058286098817196
2026-04-01,526152,294413,156139,8710,12339,231739,75600,54551,240449,389390.06666666665,0.1239009885762623
2026-04-02,460413,375948,124062,4263,27711,84465,-39597,-71571,88728,394377.5,-0.12494298225607814
2026-04-03,714385,265935,100092,7144,27194,448450,348358,314020,455594,396833.76666666666,0.5516177866393868
2026-04-04,316433,184263,179265,17143,14088,132170,-47095,-78326,149313,381433.7,-0.5570553693036668
2026-04-05,353538,29384,182700,9273,28476,324154,141454,103705,333427,377072.36666666664,0.11726020990225416
2026-04-06,773586,207956,47897,15795,10026,565630,517733,491912,581425,397538.2,1.1881268774502316
2026-04-07,221496,159560,43911,8362,8465,61936,18025,1198,70298,379040.13333333336,-0.7136763074822967
2026-04-08,336473,63471,57961,6699,24616,273002,215041,183726,279701,382695.26666666666,0.5190928955827645
2026-04-09,312214,236899,115053,12665,22972,75315,-39738,-75375,87980,380892.06666666665,-0.07209790978770958
2026-04-10,576055,364647,76100,6631,27856,211408,135308,100821,218039,398679.9666666667,0.8450646031247797
2026-04-11,724275,118713,62937,5055,3951,605562,542625,533619,610617,410786.1666666667,0.25730182013870206
2026-04-12,732294,187931,117306,15593,20947,544363,427057,390517,559956,416264.4,0.011071761416588943
2026-04-13,672927,247558,119343,8079,24371,425369,306026,273576,433448,426050.3,-0.08106989815565879
2026-04-14,258909,54264,9298,2203,10622,204645,195347,182522,206848,410985.3,-0.615249499574248
2026-04-15,645129,275642,55610,1031,16743,369487,313877,296103,370518,412609.0,1.491721029396429
2026-04-16,87241,361800,187139,3453,10609,-274559,-461698,-475760,-271106,408777.23333333334,-0.8647696817225702
2026-04-17,490309,104320,37694,5692,13506,385989,348295,329097,391681,414287.73333333334,4.620167123256267
2026-04-18,267854,361630,141841,12196,22998,-93776,-235617,-270811,-81580,416091.7,-0.453703684819165
2026-04-19,553915,361278,10135,14565,12412,192637,182502,155525,207202,407912.06666666665,1.067973597556878
2026-04-20,763358,308301,119580,18942,7044,455057,335477,309491,473999,415687.6,0.37811397055504914
2026-04-21,487636,286180,93716,16319,20959,201456,107740,70462,217775,412008.1666666667,-0.36119618842011214
2026-04-22,631266,53405,125831,13738,20783,577861,452030,417509,591599,426037.5,0.29454347094964284
2026-04-23,686232,358055,178587,3845,6996,328177,149590,138749,332022,439877.8333333333,0.08707264449534735
2026-04-24,791310,351014,23828,12838,21678,440296,416468,381952,453134,458385.86666666664,0.153123142027769
2026-04-25,667648,122814,39868,17615,9791,544834,504966,477560,562449,474286.23333333334,-0.15627503759588535
2026-04-26,226400,250758,60900,11384,4099,-24358,-85258,-100741,-12974,473424.7,-0.6608991564417178
2026-04-27,715463,328276,27060,15662,21721,387187,360127,322744,402849,493495.13333333336,2.160172261484099
2026-04-28,485956,254205,127321,13598,568,231751,104430,90264,245349,500809.63333333336,-0.3207810886097534
2026-04-29,663191,69996,100018,4888,2382,593195,493177,485907,598083,520340.2,0.3647140893414218
2026-04-30,790803,273260,61437,4221,9136,517543,456106,442749,521764,531095.3666666667,0.1924211878629234
2026-05-01,476418,169332,47074,14731,3257,307086,260012,242024,321817,529437.5666666667,-0.39755160261152267
2026-05-02,562077,335508,199028,1850,17245,226569,27541,8446,228419,532826.3666666667,0.1797979925191744
2026-05-03,365094,54896,143085,17335,9044,310198,167113,140734,327533,521183.3333333333,-0.35045554256801115
2026-05-04,166668,249544,187144,12963,13567,-82876,-270020,-296550,-69913,516191.1666666667,-0.543492908675574
2026-05-05,70262,356740,27920,2946,27340,-286478,-314398,-344684,-283532,506748.63333333336,-0.5784313725490196
2026-05-06,382751,44062,174031,11611,25568,338689,164658,127479,350300,493720.8,4.447482280606871
2026-05-07,660637,348004,7502,6962,5749,312633,305131,292420,319595,508358.8333333333,0.7260229235194682
2026-05-08,30930,300331,57732,6508,5935,-269401,-327133,-339576,-262893,498174.06666666665,-0.9531815505338029
2026-05-09,572349,130843,67276,10054,3161,441506,374230,361015,451560,506845.23333333334,17.504655674102814
2026-05-10,29616,231706,16210,11597,21481,-202090,-218300,-251378,-190493,488630.6,-0.9482553476986944
2026-05-11,183554,67662,198565,10760,17141,115892,-82673,-110574,126652,470606.56666666665,5.19779848730416
2026-05-12,265098,19772,132580,5744,11100,245326,112746,95902,251070,455033.36666666664,0.4442507382023819
2026-05-13,596763,124453,80808,12388,13597,472310,391502,365517,484698,452494.56666666665,1.2511033655478352
2026-05-14,396735,319336,9935,12467,18796,77399,67464,36201,89866,457088.76666666666,-0.33518834110023576
2026-05-15,714496,242887,148669,16841,12638,471609,322940,293461,488450,459401.0,0.8009401741716764
2026-05-16,781725,337990,86212,19800,11971,443735,357523,325752,463535,482550.4666666667,0.09409289905051943
2026-05-17,201360,41418,36096,1634,5149,159942,123846,117063,161576,472918.8333333333,-0.7424158111867984
2026-05-18,798167,388768,14251,13424,25104,409399,395148,356620,422823,490595.93333333335,2.9638806118394916
2026-05-19,430055,381212,136271,6702,17965,48843,-87428,-112095,55545,486467.26666666666,-0.4611967169777753
2026-05-20,478690,187298,117700,5034,18494,291392,173692,150164,296426,476978.3333333333,0.11309018613898214
2026-05-21,328582,133319,98764,642,15515,195263,96499,80342,195905,471676.5333333333,-0.3135808143057093
2026-05-22,668431,10821,33350,14823,1151,657610,624260,608286,672433,472915.36666666664,1.0342897663292572
2026-05-23,725004,21762,99385,5396,22113,703242,603857,576348,708638,474207.76666666666,0.08463551211718179
2026-05-24,624221,170715,190235,595,24197,453506,263271,238479,454101,468638.13333333336,-0.13901026752955847
2026-05-25,94372,22035,74489,18528,28293,72337,-2152,-48973,90865,449528.93333333335,-0.8488163647169833
2026-05-26,461412,71983,123632,2550,23181,389429,265797,240066,391979,457362.6666666667,3.889289195947951
2026-05-27,493874,320471,41460,19653,13595,173403,131943,98695,193056,449976.36666666664,0.07035361022253439
2026-05-28,60346,87006,52000,3159,5952,-26660,-78660,-87771,-23501,435789.36666666664,-0.8778109396323759
2026-05-29,680232,204955,27357,17676,25987,475277,447920,404257,492953,436357.4,10.272196997315481
2026-05-30,747241,62178,111164,14899,18691,685063,573899,540309,699962,434905.3333333333,0.09850903809288591
2026-05-31,783270,31395,115598,5027,24861,751875,636277,606389,756902,445133.73333333334,0.048216037396235034
2026-06-01,420994,123924,103348,8950,12654,297070,193722,172118,306020,440430.9666666667,-0.4625173950234275
2026-06-02,454256,30493,181612,19990,19258,423763,242151,202903,443753,443403.0333333333,0.0790082518990769
2026-06-03,326685,200886,24331,1869,2041,125799,101468,97558,127668,448736.93333333335,-0.28083503575076607
2026-06-04,673046,256124,84569,5889,25765,416922,332353,300699,422811,468829.73333333334,1.0602292728469322
2026-06-05,738271,346192,44919,6637,20044,392079,347160,320479,398716,480680.4,0.09691016661565488
2026-06-06,265433,135654,135673,4277,22354,129779,-5894,-32525,134056,467506.93333333335,-0.6404667120881086
2026-06-07,281270,224929,23741,11559,19362,56341,32600,1679,67900,475851.6,0.05966477416146443
2026-06-08,489006,67039,192175,2460,27036,421967,229792,200296,424427,473073.5,0.7385643687559995
2026-06-09,48038,292594,84117,13821,29316,-244556,-328673,-371810,-230735,473687.56666666665,-0.9017639865359526
2026-06-10,443247,297742,96902,1323,8736,145505,48603,38544,146828,482344.0,8.227007785503144
2026-06-11,30256,367631,79039,14195,7390,-337375,-416414,-437999,-323180,474515.93333333335,-0.9317400907394748
2026-06-12,533207,276398,113539,5700,25012,256809,143270,112558,262509,472397.4,16.623182178741406
2026-06-13,232512,47753,92864,521,11121,184759,91895,80253,185280,466923.3,-0.5639367075075908
2026-06-14,360306,226238,76459,15097,20219,134068,57609,22293,149165,455116.9666666667,0.5496232452518579
2026-06-15,434397,55293,51329,2242,7244,379104,327775,318289,381346,443539.36666666664,0.2056335448202362
2026-06-16,528668,383939,150758,10226,25624,144729,-6029,-41879,154955,454449.63333333336,0.2170157712875549
2026-06-17,411384,58762,15901,16810,27195,352622,336721,292716,369432,441556.86666666664,-0.22184811639819324
2026-06-18,407353,157241,67761,13798,21196,250112,182351,147357,263910,440800.13333333336,-0.00979863096279876
2026-06-19,263359,289609,143050,17981,4655,-26250,-169300,-191936,-8269,433622.43333333335,-0.3534870247672166
2026-06-20,363305,363350,89715,5628,8775,-45,-89760,-104163,5583,434779.86666666664,0.3795047824452553
2026-06-21,543617,103846,51660,2225,11411,439771,388111,374475,441996,430619.4,0.4963102627269098
2026-06-22,641834,313367,39296,11328,25672,328467,289171,252171,339795,427847.06666666665,0.1806731577562879
2026-06-23,114610,115855,135679,9276,7723,-1245,-136924,-153923,8031,410860.0333333333,-0.8214335793990346
2026-06-24,463271,381343,129120,16954,16480,81928,-47192,-80626,98882,423156.6666666667,3.0421516447081407
2026-06-25,623191,184844,182129,15782,1900,438347,256218,238536,454129,428549.3,0.3451975193785064
2026-06-26,112852,355720,191814,13367,22956,-242868,-434682,-471005,-229501,415848.56666666665,-0.8189126608054352
2026-06-27,181535,311422,197651,17765,24337,-129887,-327538,-369640,-112122,419888.2,0.6086112784886399
2026-06-28,449422,24524,18336,15579,20676,424898,406562,370307,440477,412194.5333333333,1.4756768667199163
2026-06-29,181866,393023,127305,19034,15229,-211157,-338462,-372725,-192123,393348.7,-0.595333561774902
2026-06-30,571492,236676,86508,17674,23596,334816,248308,207038,352490,386289.43333333335,2.1423795541772512
2026-07-01,354837,278822,62402,8537,23535,76015,13613,-18459,84552,384084.2,-0.3791041694371925
2026-07-02,161090,52428,101653,14052,23922,108662,7009,-30965,122714,374312.0,-0.5460169035359898
2026-07-03,28445,34312,55920,13475,28928,-5867,-61787,-104190,7608,364370.6666666667,-0.8234216897386554
2026-07-04,305622,156607,126023,6691,23986,149015,22992,-7685,155706,352123.2,9.744313587625241
2026-07-05,595905,149248,110855,2862,6406,446657,335802,326534,449519,347377.6666666667,0.9498105502876102
2026-07-06,335182,277576,160986,8606,9197,57606,-103380,-121183,66212,349702.63333333336,-0.4375244376200904
2026-07-07,709783,257785,151690,19955,25924,451998,300308,254429,471953,363986.4,1.1176047639789726
2026-07-08,296759,21536,121177,10262,16858,275223,154046,126926,285485,357578.1666666667,-0.5819017925196857
2026-07-09,195995,183323,94138,3799,8950,12672,-81466,-94215,16471,362510.06666666665,-0.3395482529594722
2026-07-10,765725,375055,10449,12724,18995,390670,380221,348502,403394,373259.3333333333,2.9068598688742058
2026-07-11,316804,245480,149447,673,4027,71324,-78123,-82823,71997,382810.93333333335,-0.5862692219791701
2026-07-12,105753,55621,7389,2747,5171,50132,42743,34825,52879,368562.4666666667,-0.6661879269201146
2026-07-13,477577,294520,36256,19901,991,183057,146801,125909,202958,376731.3,3.5159664501243464
2026-07-14,656377,374991,40999,1169,16457,281386,240387,222761,282555,386600.3333333333,0.37438988896031433
2026-07-15,654392,95554,82274,10118,22865,558838,476564,443581,568956,393933.5,-0.003024176654574995
2026-07-16,133766,29977,68854,5575,19711,103789,34935,9649,109364,380770.1,-0.7955873543686354
2026-07-17,690385,85679,13178,6555,9288,604706,591528,575685,611261,390070.13333333336,4.161139601991538
2026-07-18,270991,249112,70333,18672,10575,21879,-48454,-77701,40551,385524.73333333334,-0.607478435945161
2026-07-19,60673,261441,153025,18670,21287,-200768,-353793,-393750,-182098,378768.5333333333,-0.7761069555815507
2026-07-20,371842,75915,47396,12123,21565,295927,248531,214843,308050,379053.1,5.128623934863943
2026-07-21,597100,141967,66238,18461,20346,455133,388895,350088,473594,380835.86666666664,0.6057895557790673
2026-07-22,708624,365475,72595,18415,27617,343149,270554,224522,361564,383062.2,0.18677608440797178
2026-07-23,130915,254992,129762,18279,9893,-124077,-253839,-282011,-105798,383605.7,-0.8152546343335817
2026-07-24,146994,155663,35297,14855,19971,-8669,-43966,-78792,6186,373063.13333333336,0.12282015047931871
2026-07-25,711867,151491,108878,7217,27136,560376,451498,417145,567593,376019.0,3.8428303196048814
2026-07-26,511694,378648,33184,13713,21410,133046,99862,64739,146759,389313.73333333334,-0.2811943804109476
2026-07-27,271207,299280,75803,16824,10806,-28073,-103876,-131506,-11249,392302.8,-0.46998205959030204
2026-07-28,204821,47213,98945,2937,19781,157608,58663,35945,160545,384149.43333333335,-0.24477981763007595
2026-07-29,482178,67099,174857,16553,3666,415079,240222,220003,431632,394159.8333333333,1.3541433739704423
2026-07-30,395143,117688,169870,12136,4780,277455,107585,90669,289591,388281.5333333333,-0.18050388030976117
2026-07-31,286691,106196,160057,16880,12418,180495,20438,-8860,197375,386010.0,-0.27446266288406984
2026-08-01,571683,11997,68882,6441,10053,559686,490804,474310,566127,399696.43333333335,0.994073758855353
2026-08-02,398264,18494,45208,13563,29801,379770,334562,291198,393333,412023.73333333334,-0.30334818422097565
2026-08-03,480407,68371,198798,19548,28043,412036,213238,165647,431584,417849.9,0.20625263644215908
2026-08-04,365673,60683,158915,10801,13721,304990,146075,121553,315791,410175.5,-0.23882666155988563
2026-08-05,632548,386483,24775,2038,23579,246065,221290,195673,248103,420087.7,0.729818717816191
2026-08-06,661427,306396,80198,7892,22729,355031,274833,244212,362923,418475.8333333333,0.04565503329391607
2026-08-07,690582,274898,77809,17700,22060,415684,337875,298115,433384,431603.26666666666,0.04407893841648436
2026-08-08,752426,369283,132221,15881,8248,383143,250922,226793,399024,450150.9666666667,0.08955344911972807
2026-08-09,239198,343866,127433,7149,20712,-104668,-232101,-259962,-97519,432600.06666666665,-0.6820976414956421
